source_id,title,author,publisher,publication_year,tradition,sect,subsect,language,script,source_url,download_url,repository,source_format,license,license_evidence_url,copyright_basis,training_permission,redistribution_permission,commercial_permission,license_confidence,source_status,acquisition_status,ocr_required,translation_status,commentary_status,language_family,language_variant,language_confidence,classification_basis,transliteration_system,sect_confidence,sect_basis,relation_type,parent_source_id,religious_scope,religious_scope_confidence,religious_scope_basis,knowledge_layer,teacher_or_author,lineage,provenance,notes,text_name,text_category,author_death_year,uploader_asserted,ia_rights_statement,verification_required,curation_status,acquisition_repository,acquisition_identifier,approx_token_count,human_verified,source_quality,provenance_quality,duplicate_risk,sectarian_confidence,recommended_use
SVK-0030,Jain eLibrary,MULTIPLE,unknown,,JAIN,UNKNOWN,unknown,pra;sa;hi;gu;en,Mixed,https://jainelibrary.org/,registration-gated,Jain eLibrary (Shri Mahavir Aradhana Kendra),PDF (library),NO TERMS DISCOVERABLE,https://jainelibrary.org/,,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),NO,NO,low,CANDIDATE,PENDING,false,varies,varies,,,,,,,,,,UNKNOWN,UNKNOWN,No server-side licence or terms; content scope unverifiable,MULTIPLE,unknown,none recorded,"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://jainelibrary.org/"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Jain eLibrary (Shri Mahavir Aradhana Kendra)"", ""source_url"": ""https://jainelibrary.org/""}","Homepage is a JS app that renders no terms or licence text server-side (verified). Registration-gated. Under the standing rule that online availability is not permission, this library is OUT OF SCOPE until written permission is obtained. It is also the corpus behind JainGPT, so an agreement here would be strategically significant.",MULTIPLE,LIBRARY,,false,false,true,NOT_CURATED,,,UNMEASURED,no,varies,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_PERMISSION
SVK-0031,"OPenn Jain manuscript collections (Ms. Indic 20, 25, 9, 15)",MULTIPLE,unknown,,SVETAMBARA,JAIN,unknown,pra;sa;gu,Mixed,https://openn.library.upenn.edu/,https://openn.library.upenn.edu/Data/0002/html/msindic20.html,University of Pennsylvania,Images;TEI,CC-BY-4.0 (per prior research; RE-VERIFY per item),https://openn.library.upenn.edu/,,WITH_CONDITIONS (R20_PERMISSIVE_LICENCE_UNVERIFIED),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,false,varies,some,,,,,,,,,,UNKNOWN,UNKNOWN,Manuscript images not yet studied for text or provenance,MANUSCRIPT (image),unknown,unknown,"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://openn.library.upenn.edu/"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""University of Pennsylvania"", ""source_url"": ""https://openn.library.upenn.edu/""}","Use for manuscript OCR/VLM research and layout/diagram work, NOT as a text corpus. Re-verify item-level rights before publishing anything derived.",MULTIPLE,MANUSCRIPT,,false,false,true,NOT_CURATED,,,n/a (image corpus),no,HIGH,MEDIUM,UNKNOWN,UNKNOWN,OCR_ONLY
SVK-0032,Wikipedia Jain-topic articles,MULTIPLE contributors,Wikimedia,2026,JAIN,UNKNOWN,unknown,en;hi,Devanagari;Latin,https://en.wikipedia.org/wiki/Sthanakavasi,https://dumps.wikimedia.org/,Wikimedia,Wikitext;HTML,CC-BY-SA-4.0,https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use,"CC-BY-SA-4.0 - ShareAlike attaches to the derived dataset, so this is excluded from training.",RAG_ALLOWED (R40_SHAREALIKE),YES (with attribution),CONDITIONAL,high,CANDIDATE,PENDING,false,varies,MIXED,,,,,,,,,,UNKNOWN,UNKNOWN,Encyclopedic coverage; sect scope varies per article,SECONDARY SCHOLARSHIP (encyclopedic),Wikimedia contributors,none recorded,"{""acquisition_repository"": """", ""curation_status"": ""CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://foundation.wikimedia.org/wiki/Policy:Terms_of_Use"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Wikimedia"", ""source_url"": ""https://en.wikipedia.org/wiki/Sthanakavasi""}","TRAILING-SHAREALIKE HAZARD: ShareAlike may propagate to a derived dataset. KEEP OUT OF THE CORE CORPUS. Use only as a separate attributed retrieval lane, or not at all. :: RAG-only candidate; no acquisition implemented in v0.1.",Various,ENCYCLOPEDIC,unknown,false,false,true,CURATED,,,UNMEASURED,no,MEDIUM,HIGH,HIGH (mirrors elsewhere),LOW,RAG_ONLY
SVK-0033,Jain Dharm Aur Darshan (2018),unknown,unknown,2018,JAIN,UNKNOWN,unknown,hi,Devanagari,https://archive.org/details/JainDharmAurDarshan,https://archive.org/download/JainDharmAurDarshan/,Internet Archive,PDF,CC-BY-ND-3.0,https://archive.org/details/JainDharmAurDarshan,"CC-BY-ND-3.0: NoDerivatives forbids normalisation, segmentation and OCR correction.",NOT_ALLOWED (R10_NODERIVATIVES),NO,NO,high,CANDIDATE,PENDING,false,n/a,none,,,,,,,,,,UNKNOWN,UNKNOWN,Modern exposition under ND licence; scope not assessed,EXPOSITION,unknown,none recorded,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""JainDharmAurDarshan"", ""license_evidence_url"": ""https://archive.org/details/JainDharmAurDarshan"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/JainDharmAurDarshan""}","NoDerivatives forbids normalisation, segmentation, correction and OCR cleaning - i.e. every step of our pipeline. Modern Jain texts under ND are structurally unusable regardless of quality. :: Structural prohibition, not a quality problem.",Jain Dharm Aur Darshan,EXPOSITION,unknown,false,false,false,CURATED,internet_archive,JainDharmAurDarshan,UNMEASURED,no,MEDIUM,MEDIUM,UNKNOWN,UNKNOWN,DO_NOT_USE
SVK-0034,chaturmas-suchi - Shri Vardhaman Sthanakvasi Jain Shraman Sangh,ankj77 (contributor),unknown,,STHANAKAVASI,STHANAKAVASI,Vardhaman Sthanakvasi Jain Shraman Sangh,hi;en,Devanagari;Latin,https://github.com/ankj77/chaturmas-suchi,https://github.com/ankj77/chaturmas-suchi,GitHub,HTML;JSON,none,https://github.com/ankj77/chaturmas-suchi,,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),NO,NO,low,CANDIDATE,PENDING,false,n/a,n/a,,,,,,,,,,CORE_STHANAKAVASI,MEDIUM,Repository self-identifies as a Sthanakvasi monastic order's chaturmas directory,DIRECTORY (monastic placement),Shri Vardhaman Sthanakvasi Jain Sangh,Shri Vardhaman Sthanakvasi Jain Sangh,"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://github.com/ankj77/chaturmas-suchi"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""GitHub"", ""source_url"": ""https://github.com/ankj77/chaturmas-suchi""}","THE ONLY GitHub repository matching 'sthanakvasi' (verified: GitHub search total_count = 1). Not a corpus, but strategically valuable: it identifies a real active Sthanakvasi monastic order by name and provides monastic-placement metadata. Use it to seed institutional outreach.",Chaturmas directory,DIRECTORY,,false,false,true,NOT_CURATED,,,small,no,MEDIUM,HIGH,low,HIGH,RESEARCH_ONLY
SVK-0035,JainGPT / JainQQ / AI-Yashvi,n/a,unknown,,JAIN,UNKNOWN,unknown,n/a,n/a,https://jaingpt.com/,n/a,n/a,n/a,n/a,https://jaingpt.com/,,UNKNOWN (R99_INSUFFICIENT_EVIDENCE),NO,NO,low,CANDIDATE,PENDING,false,n/a,n/a,,,,,,,,,,UNKNOWN,UNKNOWN,AI systems,,,,"{""acquisition_repository"": """", ""curation_status"": ""NOT_CURATED"", ""identifier"": """", ""license_evidence_url"": ""https://jaingpt.com/"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""n/a"", ""source_url"": ""https://jaingpt.com/""}","Systems, not sources. Their corpora, licences, ranking methods and evaluation are undisclosed. Study their citation UX and failure modes; do NOT harvest their outputs into our corpus, which would import unlicensed and unverified text.",n/a,SYSTEMS,,false,false,true,NOT_CURATED,,,n/a,n/a,UNKNOWN,UNKNOWN,n/a,UNKNOWN,RESEARCH_ONLY
SVK-0036,Jainendra Siddhanta Kosa Part 1 (1990),K. Jinendra Varni,"Bharatiya Jnanapith, New Delhi",1990,JAIN,UNKNOWN,unknown,hi,Devanagari,https://archive.org/details/jainendra-siddhanta-kosa-part-1-by-k.-jinendra-varni-1990-new-delhi-bharatiya-jananapith,https://archive.org/download/jainendra-siddhanta-kosa-part-1-by-k.-jinendra-varni-1990-new-delhi-bharatiya-jananapith/,Internet Archive,PDF;DjVuTXT,CC0-1.0 (uploader-asserted),https://archive.org/details/jainendra-siddhanta-kosa-part-1-by-k.-jinendra-varni-1990-new-delhi-bharatiya-jananapith,CC0-1.0 asserted by a patron library for a 1990 publication. The assertion is not credible: a work first published in 1990 is in copyright.,NEEDS_PERMISSION (R30_CC0_ASSERTED_TOO_RECENT),NO,NO,low,CANDIDATE,PENDING,true,n/a,n/a,,,,,,,,,,UNKNOWN,UNKNOWN,Authoritative Jain encyclopaedia but uploader CC0 tag untrustworthy; sect scope not assessed,LEXICON; ENCYCLOPEDIA,K. Jinendra Varni,none recorded,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""jainendra-siddhanta-kosa-part-1-by-k.-jinendra-varni-1990-new-delhi-bharatiya-jananapith"", ""license_evidence_url"": ""https://archive.org/details/jainendra-siddhanta-kosa-part-1-by-k.-jinendra-varni-1990-new-delhi-bharatiya-jananapith"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/jainendra-siddhanta-kosa-part-1-by-k.-jinendra-varni-1990-new-delhi-bharatiya-jananapith""}",THE CC0 TRAP WORKED EXAMPLE: an authoritative Jain encyclopaedia published in 1990 but tagged CC0 by a patron library. The tag is almost certainly invalid. Do not train on it. Illustrates why the manifest cannot trust uploader licence tags for modern works. :: THE WORKED EXAMPLE of why uploader CC0 tags are not treated as proof of clearance.,Jainendra Siddhanta Kosa,LEXICON;ENCYCLOPAEDIA,unknown,true,false,true,CURATED,internet_archive,jainendra-siddhanta-kosa-part-1-by-k.-jinendra-varni-1990-new-delhi-bharatiya-jananapith,UNMEASURED,no,HIGH,LOW,UNKNOWN,UNKNOWN,NEEDS_PERMISSION
SVK-0037,An Illustrated Ardha-Magadhi Dictionary Vol 1 (1923) university copy,Muni Ratnachandraji,SS Jain Conference (publisher),1923,SVETAMBARA,STHANAKAVASI,SS Jain Conference,Prakrit;Sanskrit,Devanagari;Latin,https://archive.org/details/ksu.u3791.illustratedardha0000acwo,https://archive.org/download/ksu.u3791.illustratedardha0000acwo/,Internet Archive,PDF;DjVuTXT,none declared,https://archive.org/details/ksu.u3791.illustratedardha0000acwo,No licence declared; third independent digitisation of the 1923 Ardha Magadhi Dictionary vol 1.,TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),CONDITIONAL,CONDITIONAL,low,CANDIDATE,PENDING,true,n/a,none,Old and Middle Indo-Aryan,Ardhamagadhi (dictionary entries),medium,bibliographic_record,IAST,medium,publisher_imprint,edition_of,,CORE_STHANAKAVASI,MEDIUM,Publisher imprint (SS Jain Conference) per bibliographic record; third digitisation of the same volume,LEXICON,Muni Ratnachandra,S S Jain Conference (Sthanakvasi),"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""ksu.u3791.illustratedardha0000acwo"", ""license_evidence_url"": ""https://archive.org/details/ksu.u3791.illustratedardha0000acwo"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/ksu.u3791.illustratedardha0000acwo""}",A third independent digitisation of the same volume (Karnataka Sanskrit University / ServantsOfKnowledge). Prefer the CC0 instance; keep this as a scan-quality cross-check and a dedup test case. :: Karnataka Sanskrit University / ServantsOfKnowledge holding.,Ardha Magadhi Dictionary,LEXICON,unknown,false,false,true,CURATED,internet_archive,ksu.u3791.illustratedardha0000acwo,UNMEASURED,no,HIGH,LOW,HIGH (duplicate of SVK-0003),HIGH,NEEDS_PERMISSION
SVK-0038,Notes on Modern Jainism (1910),Mrs. Sinclair Stevenson,unknown,1910,JAIN;WESTERN SCHOLARSHIP,UNKNOWN,unknown,English,Latin,https://archive.org/details/notesonmodernjai00steviala,https://archive.org/download/notesonmodernjai00steviala/,Internet Archive,PDF;DjVuTXT,public domain (pre-1929),https://archive.org/details/notesonmodernjai00steviala,Pre-1930 publication. IA item metadata records the item as public domain.,TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,present (English),critical commentary,,,high,bibliographic_record,,high,bibliographic_record,discusses,,HIGH_STHANAKAVASI_RELEVANCE,HIGH,1910 account explicitly treats the Sthanakvasi sect; colonial-era Western scholarship,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""notesonmodernjai00steviala"", ""license_evidence_url"": ""https://archive.org/details/notesonmodernjai00steviala"", ""manifest_origin"": ""parent_manifest"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/notesonmodernjai00steviala""}","A 1910 English account that explicitly treats the Sthanakavasi sect. Useful as HISTORICAL SCHOLARSHIP for evaluation, and an early English-language description of the tradition. MUST be tagged as colonial-era Western scholarship, NOT as the tradition's own voice. :: EXPLICITLY discusses the Sthanakavasi sect - the only cleared English source in the corpus that names the tradition.",Notes on modern Jainism with special reference to the Svetambara Digambara and Sthanakavasi sects,MODERN_SCHOLARSHIP,unknown,false,false,true,CURATED,internet_archive,notesonmodernjai00steviala,UNMEASURED,doubtful,HIGH,HIGH,low,MEDIUM,TRAIN
SVK-1001,Gaina Sutras (Sacred Books of the East): Acaranga and Sutrakrtanga,Hermann Jacobi (translator),"Clarendon Press, Oxford",1884,JAIN,SVETAMBARA,unknown,English,Latin,https://archive.org/details/gainastras01aco,https://archive.org/download/gainastras01aco/,Internet Archive,DjVuTXT;PDF,public domain (Internet Archive rights statement),https://archive.org/details/gainastras01aco,Pre-1930 publication plus Internet Archive rights statement NOT_IN_COPYRIGHT.,TRAINING_ALLOWED (R60_INSTITUTION_RIGHTS_STATEMENT),YES,YES,high,CANDIDATE,PENDING,true,present (English translation),none (translation only),,,high,bibliographic_record,IAST,low,translation_tradition,translation_of,,CANONICAL_FOUNDATION,HIGH,Canonical Acaranga and Sutrakrtanga in a published English translation; canon underlies the target tradition but the work is not Sthanakvasi-specific,PRIMARY CANON (Anga,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""gainastras01aco"", ""license_evidence_url"": ""https://archive.org/details/gainastras01aco"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/gainastras01aco""}","The canonical 19th-century English translation of two of the oldest canon texts. Rights basis verified from the Internet Archive item metadata AND the pre-1930 publication date. SCOPE: Svetambara-wide, NOT specifically Sthanakavasi. :: Jacobi's translation of the Acaranga and Sutrakrtanga Sutras - central canon texts in English.",Ācārāṅga Sūtra / Sūtrakṛtāṅga Sūtra (English),ANGA_ENGLISH_TRANSLATION,unknown,false,true,false,CURATED,internet_archive,gainastras01aco,UNMEASURED,no,HIGH,HIGH,UNKNOWN,HIGH,TRAIN
SVK-1002,The Kalpa Sutra and Nava Tatva (1848),Rev. J. Stevenson (translator),unknown,1848,JAIN,SVETAMBARA,unknown,English,Latin,https://archive.org/details/kalpasutranavata00stevrich,https://archive.org/download/kalpasutranavata00stevrich/,Internet Archive,DjVuTXT;PDF,public domain (Internet Archive rights statement),https://archive.org/details/kalpasutranavata00stevrich,Pre-1930 publication plus Internet Archive rights statement NOT_IN_COPYRIGHT.,TRAINING_ALLOWED (R60_INSTITUTION_RIGHTS_STATEMENT),YES,YES,high,CANDIDATE,PENDING,true,present (English translation),none,,,high,bibliographic_record,IAST,low,translation_tradition,translation_of,,CANONICAL_FOUNDATION,HIGH,Kalpa Sutra and Nava Tatva in a published English translation; canonical foundation,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""kalpasutranavata00stevrich"", ""license_evidence_url"": ""https://archive.org/details/kalpasutranavata00stevrich"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/kalpasutranavata00stevrich""}","1848 English translation of the Kalpa Sutra and Nava Tatva. Deliberately paired with SVK-1003, an independent digitisation of the SAME 1848 work - this is the pipeline's real near-duplicate test case. :: 1848 Kalpa Sutra and Nava Tatva translation.",Kalpa Sūtra / Nava Tatva (English),MULASUTRA_ENGLISH_TRANSLATION,unknown,false,true,false,CURATED,internet_archive,kalpasutranavata00stevrich,UNMEASURED,no,HIGH,HIGH,HIGH,HIGH,TRAIN
SVK-1003,The Kalpa Sutra and Nava Tatva (1848) second digitisation,Rev. J. Stevenson (translator),unknown,1848,JAIN,SVETAMBARA,unknown,English,Latin,https://archive.org/details/kalpasutraandna00bhadgoog,https://archive.org/download/kalpasutraandna00bhadgoog/,Internet Archive,DjVuTXT;PDF,public domain (Internet Archive rights statement),https://archive.org/details/kalpasutraandna00bhadgoog,Pre-1930 publication plus Internet Archive rights statement NOT_IN_COPYRIGHT.,TRAINING_ALLOWED (R60_INSTITUTION_RIGHTS_STATEMENT),YES,YES,high,CANDIDATE,PENDING,true,present (English translation),none,,,high,bibliographic_record,IAST,low,translation_tradition,translation_of,,CANONICAL_FOUNDATION,HIGH,Second digitisation of the same 1848 canonical translation,PRIMARY CANON (Kalpasutra,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""kalpasutraandna00bhadgoog"", ""license_evidence_url"": ""https://archive.org/details/kalpasutraandna00bhadgoog"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/kalpasutraandna00bhadgoog""}","Independent second digitisation of SVK-1002. Acquired ON PURPOSE so that the deduplication stage is tested against a genuine duplicate rather than a synthetic one. :: Second digitisation of SVK-1002, acquired deliberately as a real duplicate test case.",Kalpa Sūtra / Nava Tatva (English),MULASUTRA_ENGLISH_TRANSLATION,unknown,false,true,false,CURATED,internet_archive,kalpasutraandna00bhadgoog,UNMEASURED,no,MEDIUM,HIGH,HIGH (duplicate of SVK-1002),HIGH,TRAIN
SVK-1004,The Story of Kalaka (1933),Norman Brown,unknown,1933,JAIN,SVETAMBARA,unknown,en,Latin,https://archive.org/details/storyofkalakatex00brow,https://archive.org/download/storyofkalakatex00brow/,Internet Archive,DjVuTXT;PDF,library rights statement: not in copyright,https://archive.org/details/storyofkalakatex00brow,Internet Archive records: 'Not in copyright. The Library knows of no copyright restrictions on this item.' The Indian term has not been independently verified.,WITH_CONDITIONS (R95_CHRONOLOGY_UNRESOLVED),YES,YES,medium,CANDIDATE,PENDING,true,present (English translation),some,,,,,,,,,,CONTEXTUAL_JAIN,MEDIUM,Svetambara hagiography (Kalaka cycle); useful background,,,,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""storyofkalakatex00brow"", ""license_evidence_url"": ""https://archive.org/details/storyofkalakatex00brow"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/storyofkalakatex00brow""}","Svetambara Jain hagiographical work with miniature-painting reproduction. Rights basis is a POSITIVE statement from the holding library rather than a licence; the Indian term (life+60) has NOT been independently verified, so license_confidence is medium and verification_required is flagged. :: Svetambara hagiography (Kalakacaryakatha). Rights rest on a library statement, not a licence.","Kālakācāryakathā (Svetambara hagiography, English)",HAGIOGRAPHY_ENGLISH_TRANSLATION,unknown,false,true,true,CURATED,internet_archive,storyofkalakatex00brow,UNMEASURED,no,HIGH,MEDIUM,UNKNOWN,HIGH,TRAIN
SVK-1005,Notes on the Religious Literature of India (1920),J. N. Farquhar,unknown,1920,JAIN plus other traditions,MULTI_TRADITION,unknown,en,Latin,https://archive.org/details/anoutlinereligi00farqgoog,https://archive.org/download/anoutlinereligi00farqgoog/,Internet Archive,DjVuTXT;PDF,public domain (Internet Archive rights statement),https://archive.org/details/anoutlinereligi00farqgoog,Pre-1930 publication plus Internet Archive rights statement NOT_IN_COPYRIGHT.,TRAINING_ALLOWED (R60_INSTITUTION_RIGHTS_STATEMENT),YES,YES,high,CANDIDATE,PENDING,true,present (English),critical,,,,,,,,,,CONTEXTUAL_JAIN,MEDIUM,Colonial-era survey of Indian religious literature with a Jain section; Western scholarship,SECONDARY SCHOLARSHIP (survey),J. N. Farquhar,none (Western scholarship),"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""anoutlinereligi00farqgoog"", ""license_evidence_url"": ""https://archive.org/details/anoutlinereligi00farqgoog"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/anoutlinereligi00farqgoog""}","Colonial-era survey containing a Jain section. Must be tagged as WESTERN SCHOLARSHIP, never as the tradition's own voice. MULTI_TRADITION: covers more than Jainism. :: Colonial-era survey with a Jain section.",An Outline of the Religious Literature of India,SECONDARY_SCHOLARSHIP,unknown,false,true,false,CURATED,internet_archive,anoutlinereligi00farqgoog,UNMEASURED,no,HIGH,HIGH,UNKNOWN,LOW,TRAIN
SVK-1006,Jaina Psychology (1929),unknown,unknown,1929,JAIN,UNKNOWN,unknown,en,Latin,https://archive.org/details/jaina-psychology,https://archive.org/download/jaina-psychology/,Internet Archive,DjVuTXT;PDF,public domain (publication date),https://archive.org/details/jaina-psychology,"Pre-1930 publication. No IA rights statement on the item, so the date is the only basis.",TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,present (English),critical,,,,,,,,,,CONTEXTUAL_JAIN,LOW,1929 Jain psychology study; author unconfirmed,SECONDARY SCHOLARSHIP,unknown,none recorded,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""jaina-psychology"", ""license_evidence_url"": ""https://archive.org/details/jaina-psychology"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/jaina-psychology""}",1929 study of Jain psychology. Author not confirmed from the item metadata (recorded as unknown rather than guessed). Pre-1930 publication date is the rights basis. :: Author not confirmed from metadata.,Jaina Psychology,SECONDARY_SCHOLARSHIP,unknown,false,false,true,CURATED,internet_archive,jaina-psychology,UNMEASURED,no,MEDIUM,LOW,UNKNOWN,LOW,TRAIN
SVK-1007,Essai de bibliographie jaina (1906),A. Guerinot,unknown,1906,JAIN;BIBLIOGRAPHY,UNKNOWN,unknown,fr,Latin,https://archive.org/details/essaidebibliogr01gugoog,https://archive.org/download/essaidebibliogr01gugoog/,Internet Archive,DjVuTXT;PDF,public domain (Internet Archive rights statement),https://archive.org/details/essaidebibliogr01gugoog,Pre-1930 publication plus Internet Archive rights statement NOT_IN_COPYRIGHT.,TRAINING_ALLOWED (R60_INSTITUTION_RIGHTS_STATEMENT),YES,YES,high,CANDIDATE,PENDING,true,n/a (bibliography),n/a,,,,,,,,,,CONTEXTUAL_JAIN,MEDIUM,French Jain bibliography; metadata/reference value,REFERENCE (bibliography),A. Guerinot,none (Western scholarship),"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""essaidebibliogr01gugoog"", ""license_evidence_url"": ""https://archive.org/details/essaidebibliogr01gugoog"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/essaidebibliogr01gugoog""}",French-language Jain bibliography. OUT OF SCOPE for the project's target languages (hi/gu/en/sa/pra) but retained as a METADATA/BIBLIOGRAPHIC reference source and reported separately in the statistics rather than silently dropped. :: French bibliography; retained and reported separately rather than silently dropped.,Essai de bibliographie jaina,BIBLIOGRAPHY,unknown,false,true,false,CURATED,internet_archive,essaidebibliogr01gugoog,UNMEASURED,no,HIGH,HIGH,UNKNOWN,UNKNOWN,TRAIN
SVK-1008,Notes on the Jainas (1911),unknown,Indira Gandhi National Centre for the Arts (holding),1911,JAIN,MULTI_TRADITION,unknown,en,Latin,https://archive.org/details/in.gov.ignca.19947,https://archive.org/download/in.gov.ignca.19947/,Internet Archive,DjVuTXT;PDF,public domain (publication date),https://archive.org/details/in.gov.ignca.19947,Pre-1930 publication only. No IA rights statement on the item.,TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,present (English),critical,,,,,,,,,,CONTEXTUAL_JAIN,LOW,1911 notes on the Jainas; provenance quality low,SECONDARY SCHOLARSHIP,unknown,none recorded,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.gov.ignca.19947"", ""license_evidence_url"": ""https://archive.org/details/in.gov.ignca.19947"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.gov.ignca.19947""}","Held by the Indira Gandhi National Centre for the Arts (IGNCA). No IA rights statement on the item; the rights basis is the pre-1930 publication date alone, so provenance quality is recorded as low. :: Provenance quality recorded as low because no rights statement exists.",Notes on the Jainas,SECONDARY_SCHOLARSHIP,unknown,false,false,true,CURATED,internet_archive,in.gov.ignca.19947,UNMEASURED,no,MEDIUM,LOW,UNKNOWN,LOW,TRAIN
SVK-1009,"Risabha Deva, the Founder of Jainism (1929)",unknown,Indira Gandhi National Centre for the Arts (holding),1929,JAIN,UNKNOWN,unknown,en,Latin,https://archive.org/details/in.gov.ignca.15558,https://archive.org/download/in.gov.ignca.15558/,Internet Archive,DjVuTXT;PDF,public domain (publication date),https://archive.org/details/in.gov.ignca.15558,Pre-1930 publication only. No IA rights statement on the item.,TRAINING_ALLOWED (R70_PRE_1930_PUBLICATION),YES,YES,medium,CANDIDATE,PENDING,true,present (English),critical,,,,,,,,,,CONTEXTUAL_JAIN,LOW,Study of Rishabha Deva (first Tirthankara); a Tirthankara subject alone is not a sect marker,SECONDARY SCHOLARSHIP,unknown,none recorded,"{""acquisition_repository"": ""internet_archive"", ""curation_status"": ""CURATED"", ""identifier"": ""in.gov.ignca.15558"", ""license_evidence_url"": ""https://archive.org/details/in.gov.ignca.15558"", ""manifest_origin"": ""new_sources"", ""repository"": ""Internet Archive"", ""source_url"": ""https://archive.org/details/in.gov.ignca.15558""}",IGNCA holding; pre-1930 basis only. Author unknown from metadata - recorded as unknown rather than guessed. :: Provenance quality recorded as low.,Risabha Deva the founder of Jainism,SECONDARY_SCHOLARSHIP,unknown,false,false,true,CURATED,internet_archive,in.gov.ignca.15558,UNMEASURED,no,MEDIUM,LOW,UNKNOWN,LOW,TRAIN
